id;Doc. Date;Order qty;PCS delivered;HL delivered;MACO/HL ;Postal Code;Sous groupement;Subrand;Unidade do container;Container Size;Latitude;Longitude;TTC;Litragem do container;Preco/L
27669;02/06/2020;5;350;21;150.689825;70300;BURGEY ROBERT ET FILS;LEFFE BLONDE;1;6;47.7954;6.4907;17.5390992;6;2.9231832
27671;02/06/2020;1;70;4.2;167.1285306;70300;BURGEY ROBERT ET FILS;HOEGAARDEN ROSEE;1;6;47.7954;6.4907;19.09908;6;3.18318
27672;02/06/2020;20;20;1.2;224.5997572;70300;BURGEY ROBERT ET FILS;LEFFE ROYALE;1;6;47.7954;6.4907;22.774752;6;3.795792
27673;02/06/2020;20;20;1.2;211.631664;70300;BURGEY ROBERT ET FILS;LEFFE ROYALE;1;6;47.7954;6.4907;22.774752;6;3.795792
27674;02/06/2020;30;30;1.8;186.7078982;70300;BURGEY ROBERT ET FILS;GOOSE;1;6;47.7954;6.4907;22.6512;6;3.7752
27675;02/06/2020;20;20;1.2;147.3794093;70300;BURGEY ROBERT ET FILS;LEFFE BRUNE;1;6;47.7954;6.4907;18.673704;6;3.112284
27681;02/06/2020;70;70;4.2;128.264406;16160;LA ROCHELLE BOISSONS;KWAK;1;6;45.6833;0.1667;18.0574128;6;3.0095688
27691;02/06/2020;70;70;4.2;195.3340351;16160;LA ROCHELLE BOISSONS;TRIPLE KARMELIET;1;6;45.6833;0.1667;21.952008;6;3.658668
35967;26/06/2020;20;20;1.2;127.984305;95310;TRIBOUILLET;BUD;1;6;49.0435;2.1213;15.7747752;6;2.6291292
35985;26/06/2020;70;70;4.2;127.984305;39570;SA  JURA BOISSONS;BUD;1;6;46.6501;5.4404;15.7747752;6;2.6291292
27701;02/06/2020;140;140;8.4;140.097307;16160;LA ROCHELLE BOISSONS;HOEGAARDEN WHITE;1;6;45.6833;0.1667;16.6196448;6;2.7699408
27703;02/06/2020;70;70;4.2;167.1285306;16160;LA ROCHELLE BOISSONS;HOEGAARDEN ROSEE;1;6;45.6833;0.1667;19.266984;6;3.211164
27707;02/06/2020;420;420;25.2;150.689825;16160;LA ROCHELLE BOISSONS;LEFFE BLONDE;1;6;45.6833;0.1667;17.8943688;6;2.9823948
27709;02/06/2020;10;10;0.6;217.4492633;16160;LA ROCHELLE BOISSONS;LEFFE RITUEL 9;1;6;45.6833;0.1667;22.9749696;6;3.8291616
36034;26/06/2020;1;72;5.7024;102.054025;31400;SOBCAL;BUD;24;0.33;43.6043;1.4437;22.943808;7.92;2.896945455
27719;02/06/2020;10;10;0.6;150.689825;59160;France BOISSONS;LEFFE BLONDE;1;6;50.6455;2.9619;18.137448;6;3.022908
27721;02/06/2020;1;70;4.2;195.5874479;59160;France BOISSONS;LEFFE RUBY;1;6;50.6455;2.9619;24.1011936;6;4.0168656
27722;02/06/2020;10;10;0.6;147.3794093;59160;France BOISSONS;LEFFE BRUNE;1;6;50.6455;2.9619;19.31076;6;3.21846
27723;02/06/2020;40;40;3.408;128.5255592;59160;France BOISSONS;CORONA EXTRA;24;0.355;50.6455;2.9619;29.981808;8.52;3.518991549
27725;02/06/2020;1;70;4.2;195.3340351;59160;France BOISSONS;TRIPLE KARMELIET;1;6;50.6455;2.9619;21.996;6;3.666
27728;02/06/2020;4;280;16.8;128.264406;62120;BEDAGUE;KWAK;1;6;50.6177;2.3964;18.0936;6;3.0156
27729;02/06/2020;4;280;16.8;195.5874479;62120;BEDAGUE;LEFFE RUBY;1;6;50.6177;2.3964;22.774752;6;3.795792
27731;02/06/2020;6;420;25.2;140.097307;62120;BEDAGUE;HOEGAARDEN WHITE;1;6;50.6177;2.3964;16.2896832;6;2.7149472
27733;02/06/2020;6;420;25.2;195.3340351;62120;BEDAGUE;TRIPLE KARMELIET;1;6;50.6177;2.3964;21.996;6;3.666
27734;02/06/2020;26;1820;109.2;150.689825;62120;BEDAGUE;LEFFE BLONDE;1;6;50.6177;2.3964;17.5390992;6;2.9231832
27748;02/06/2020;70;70;4.2;195.5874479;60480;GROUPE ROUQUETTE;LEFFE RUBY;1;6;49.4818;2.128;22.9749696;6;3.8291616
27749;02/06/2020;10;10;0.792;186.9042007;60480;GROUPE ROUQUETTE;TRIPLE KARMELIET;24;0.33;49.4818;2.128;28.3974912;7.92;3.585541818
27750;02/06/2020;40;40;2.4;128.264406;60480;GROUPE ROUQUETTE;KWAK;1;6;49.4818;2.128;18.0574128;6;3.0095688
27757;02/06/2020;10;10;0.6;217.4492633;60480;GROUPE ROUQUETTE;LEFFE RITUEL 9;1;6;49.4818;2.128;22.9749696;6;3.8291616
27759;02/06/2020;30;30;1.8;224.5997572;60480;GROUPE ROUQUETTE;LEFFE ROYALE;1;6;49.4818;2.128;22.9749696;6;3.8291616
36121;26/06/2020;1;72;5.7024;102.054025;33750;France BOISSONS;BUD;24;0.33;44.85;-0.2833;24.4913472;7.92;3.092341818
27762;02/06/2020;70;70;4.2;140.097307;60480;GROUPE ROUQUETTE;HOEGAARDEN WHITE;1;6;49.4818;2.128;16.6196448;6;2.7699408
27764;02/06/2020;4;280;16.8;150.689825;60480;GROUPE ROUQUETTE;LEFFE BLONDE;1;6;49.4818;2.128;17.8943688;6;2.9823948
27770;02/06/2020;140;140;8.4;150.689825;64160;PYRENEES BOISSONS;LEFFE BLONDE;1;6;43.3833;-0.2833;17.5390992;6;2.9231832
27774;02/06/2020;23;23;0.9798;135.3028149;64160;PYRENEES BOISSONS;GOOSE;12;0.355;43.3833;-0.2833;18.7056;4.26;4.390985915
36156;26/06/2020;20;20;1.2;127.984305;29700;COZIGOU  ;BUD;1;6;47.9333;-4.15;15.7747752;6;2.6291292
27802;02/06/2020;2;120;9.504;186.9042007;51100;SOREDIS;TRIPLE KARMELIET;24;0.33;49.25;4.0333;28.4544;7.92;3.592727273
27803;02/06/2020;140;140;8.4;140.097307;51100;SOREDIS;HOEGAARDEN WHITE;1;6;49.25;4.0333;16.2896832;6;2.7149472
27805;02/06/2020;210;210;12.6;195.5874479;51100;SOREDIS;LEFFE RUBY;1;6;49.25;4.0333;22.774752;6;3.795792
27806;02/06/2020;140;140;8.4;195.3340351;51100;SOREDIS;TRIPLE KARMELIET;1;6;49.25;4.0333;21.996;6;3.666
27807;02/06/2020;840;840;50.4;150.689825;51100;SOREDIS;LEFFE BLONDE;1;6;49.25;4.0333;17.5390992;6;2.9231832
27811;02/06/2020;60;60;4.752;171.6145753;62600;AU COMPTOIR DU LITTORAL (Berck sur Mer);LEFFE BLONDE;24;0.33;50.4;1.6;23.628672;7.92;2.983418182
27813;02/06/2020;20;20;1.584;170.7547101;62600;AU COMPTOIR DU LITTORAL (Berck sur Mer);LEFFE RUBY;24;0.33;50.4;1.6;25.0098912;7.92;3.157814545
35159;25/06/2020;1;72;5.7024;102.054025;33140;LE BIHAN;BUD;24;0.33;44.7544;-0.5313;22.943808;7.92;2.896945455
35175;25/06/2020;12;12;0.9504;102.054025;14123;France BOISSONS;BUD;24;0.33;49.14;-0.349;24.4913472;7.92;3.092341818
27817;02/06/2020;30;30;2.376;158.768787;62600;AU COMPTOIR DU LITTORAL (Berck sur Mer);HOEGAARDEN WHITE;24;0.33;50.4;1.6;21.5405568;7.92;2.719767273
35244;25/06/2020;70;70;4.2;127.984305;69800;RAD;BUD;1;6;45.6961;4.9389;15.7747752;6;2.6291292
27828;02/06/2020;70;70;4.2;195.5874479;79240;SCOB;LEFFE RUBY;1;6;46.6;-0.5582;22.774752;6;3.795792
27830;02/06/2020;40;40;2.4;186.7078982;79240;SCOB;GOOSE;1;6;46.6;-0.5582;22.6512;6;3.7752
27831;02/06/2020;980;980;58.8;150.689825;79240;SCOB;LEFFE BLONDE;1;6;46.6;-0.5582;17.5390992;6;2.9231832
27843;02/06/2020;20;20;1.2;167.1285306;79240;SCOB;HOEGAARDEN ROSEE;1;6;46.6;-0.5582;19.09908;6;3.18318
27845;02/06/2020;40;40;2.4;195.3340351;79240;SCOB;TRIPLE KARMELIET;1;6;46.6;-0.5582;21.996;6;3.666
27849;02/06/2020;140;140;8.4;195.5874479;79240;SCOB;LEFFE RUBY;1;6;46.6;-0.5582;22.774752;6;3.795792
27851;02/06/2020;630;630;37.8;150.689825;79240;SCOB;LEFFE BLONDE;1;6;46.6;-0.5582;17.5390992;6;2.9231832
27856;02/06/2020;2;140;8.4;150.689825;34070;MONTANER;LEFFE BLONDE;1;6;43.6109;3.8772;17.8943688;6;2.9823948
27857;02/06/2020;20;20;1.584;158.768787;34070;MONTANER;HOEGAARDEN WHITE;24;0.33;43.6109;3.8772;21.5405568;7.92;2.719767273
27859;02/06/2020;1;70;4.2;140.097307;34070;MONTANER;HOEGAARDEN WHITE;1;6;43.6109;3.8772;16.6196448;6;2.7699408
35293;25/06/2020;1;70;4.2;127.984305;71570;MURGIER;BUD;1;6;46.2455;4.7422;16.272216;6;2.712036
27863;02/06/2020;30;30;1.8;128.264406;34070;MONTANER;KWAK;1;6;43.6109;3.8772;18.0574128;6;3.0095688
27864;02/06/2020;30;30;1.8;195.3340351;34070;MONTANER;TRIPLE KARMELIET;1;6;43.6109;3.8772;21.952008;6;3.658668
35354;25/06/2020;140;140;8.4;127.984305;14730;PROXI BOISSONS GRAU;BUD;1;6;49.1816;-0.2839;16.272216;6;2.712036
27866;02/06/2020;10;10;0.6;167.1285306;34070;MONTANER;HOEGAARDEN ROSEE;1;6;43.6109;3.8772;19.266984;6;3.211164
27867;02/06/2020;10;10;0.6;195.5874479;34070;MONTANER;LEFFE RUBY;1;6;43.6109;3.8772;22.9749696;6;3.8291616
27868;02/06/2020;10;10;0.6;186.7078982;34070;MONTANER;GOOSE;1;6;43.6109;3.8772;22.6058976;6;3.7676496
27871;02/06/2020;1;60;5.112;128.5255592;34070;MONTANER;CORONA EXTRA;24;0.355;43.6109;3.8772;26.3094624;8.52;3.08796507
27875;02/06/2020;1;60;4.752;186.9042007;59570;EXPLOITATION ETS POIRETTE;TRIPLE KARMELIET;24;0.33;50.2771;3.7939;28.4544;7.92;3.592727273
27880;02/06/2020;1;70;4.2;150.689825;59570;EXPLOITATION ETS POIRETTE;LEFFE BLONDE;1;6;50.2771;3.7939;17.5390992;6;2.9231832
27881;02/06/2020;1;70;4.2;195.5874479;59570;EXPLOITATION ETS POIRETTE;LEFFE RUBY;1;6;50.2771;3.7939;22.774752;6;3.795792
27882;02/06/2020;20;20;1.2;224.5997572;59570;EXPLOITATION ETS POIRETTE;LEFFE ROYALE;1;6;50.2771;3.7939;22.774752;6;3.795792
27893;03/06/2020;1;70;4.2;195.3340351;35600;BARRE;TRIPLE KARMELIET;1;6;47.65;-2.0833;21.996;6;3.666
27898;03/06/2020;20;20;1.584;158.768787;64200;DUPRAT;HOEGAARDEN WHITE;24;0.33;43.4801;-1.5556;21.2583168;7.92;2.684130909
27899;03/06/2020;10;10;0.792;118.1400003;64200;DUPRAT;KWAK;24;0.33;43.4801;-1.5556;24.7392;7.92;3.123636364
35371;25/06/2020;12;12;0.9504;102.054025;77500;GROUPE ROUQUETTE;BUD;24;0.33;48.8811;2.5929;23.9601024;7.92;3.025265455
27906;03/06/2020;70;70;4.2;150.689825;64200;DUPRAT;LEFFE BLONDE;1;6;43.4801;-1.5556;17.5390992;6;2.9231832
27908;03/06/2020;70;70;4.2;128.264406;64200;DUPRAT;KWAK;1;6;43.4801;-1.5556;18.0936;6;3.0156
27922;03/06/2020;1;60;4.752;171.6145753;33750;France BOISSONS;LEFFE BLONDE;24;0.33;44.85;-0.2833;23.950656;7.92;3.024072727
27929;03/06/2020;60;60;4.752;186.9042007;94000;J.MILLIET BERCY BISTROT CASH;TRIPLE KARMELIET;24;0.33;48.7833;2.4667;28.3974912;7.92;3.585541818
27931;03/06/2020;20;20;1.2;128.264406;94000;J.MILLIET BERCY BISTROT CASH;KWAK;1;6;48.7833;2.4667;18.0574128;6;3.0095688
27942;03/06/2020;20;20;1.2;195.3340351;94000;J.MILLIET BERCY BISTROT CASH;TRIPLE KARMELIET;1;6;48.7833;2.4667;21.952008;6;3.658668
27951;03/06/2020;140;140;8.4;150.689825;94000;J.MILLIET BERCY BISTROT CASH;LEFFE BLONDE;1;6;48.7833;2.4667;17.8943688;6;2.9823948
27952;03/06/2020;10;10;0.6;167.1285306;22100;COZIGOU  ;HOEGAARDEN ROSEE;1;6;48.4554;-2.028;19.09908;6;3.18318
27953;03/06/2020;20;20;1.2;195.3340351;22100;COZIGOU  ;TRIPLE KARMELIET;1;6;48.4554;-2.028;21.996;6;3.666
27954;03/06/2020;10;10;0.6;128.264406;22100;COZIGOU  ;KWAK;1;6;48.4554;-2.028;18.0936;6;3.0156
27955;03/06/2020;10;10;0.6;211.631664;22100;COZIGOU  ;LEFFE ROYALE;1;6;48.4554;-2.028;22.774752;6;3.795792
27956;03/06/2020;10;10;0.6;224.5997572;22100;COZIGOU  ;LEFFE ROYALE;1;6;48.4554;-2.028;22.774752;6;3.795792
27957;03/06/2020;140;140;8.4;150.689825;22100;COZIGOU  ;LEFFE BLONDE;1;6;48.4554;-2.028;17.5390992;6;2.9231832
27963;03/06/2020;30;30;1.8;140.097307;22100;COZIGOU  ;HOEGAARDEN WHITE;1;6;48.4554;-2.028;16.2896832;6;2.7149472
27965;03/06/2020;40;40;3.168;171.6145753;22100;COZIGOU  ;LEFFE BLONDE;24;0.33;48.4554;-2.028;23.319072;7.92;2.944327273
27968;03/06/2020;20;20;1.704;128.5255592;22100;COZIGOU  ;CORONA EXTRA;24;0.355;48.4554;-2.028;24.992208;8.52;2.933357746
27975;03/06/2020;10;10;0.792;158.768787;42300;PAPUT BOISSONS;HOEGAARDEN WHITE;24;0.33;46;4.0333;21.5405568;7.92;2.719767273
27977;03/06/2020;210;210;12.6;140.097307;42300;PAPUT BOISSONS;HOEGAARDEN WHITE;1;6;46;4.0333;16.6196448;6;2.7699408
27979;03/06/2020;280;280;16.8;150.689825;42300;PAPUT BOISSONS;LEFFE BLONDE;1;6;46;4.0333;17.8943688;6;2.9823948
27983;03/06/2020;20;20;1.584;186.9042007;42300;PAPUT BOISSONS;TRIPLE KARMELIET;24;0.33;46;4.0333;28.3974912;7.92;3.585541818
27985;03/06/2020;1;70;4.2;167.1285306;42300;PAPUT BOISSONS;HOEGAARDEN ROSEE;1;6;46;4.0333;19.266984;6;3.211164
27986;03/06/2020;1;70;4.2;208.8988426;42300;PAPUT BOISSONS;LEFFE AMBREE;1;6;46;4.0333;22.8554568;6;3.8092428
27987;03/06/2020;420;420;25.2;150.689825;62500;SODIBOISSONS;LEFFE BLONDE;1;6;50.7518;2.2405;17.5390992;6;2.9231832
27989;03/06/2020;70;70;4.2;211.631664;62500;SODIBOISSONS;LEFFE ROYALE;1;6;50.7518;2.2405;22.774752;6;3.795792
27990;03/06/2020;120;120;10.224;128.5255592;62500;SODIBOISSONS;CORONA EXTRA;24;0.355;50.7518;2.2405;24.992208;8.52;2.933357746
27993;03/06/2020;140;140;8.4;195.5874479;62500;SODIBOISSONS;LEFFE RUBY;1;6;50.7518;2.2405;22.774752;6;3.795792
27994;03/06/2020;70;70;4.2;128.264406;62500;SODIBOISSONS;KWAK;1;6;50.7518;2.2405;18.0936;6;3.0156
28000;03/06/2020;140;140;8.4;140.097307;62500;SODIBOISSONS;HOEGAARDEN WHITE;1;6;50.7518;2.2405;16.2896832;6;2.7149472
28003;03/06/2020;20;20;1.2;217.4492633;62500;SODIBOISSONS;LEFFE RITUEL 9;1;6;50.7518;2.2405;22.774752;6;3.795792
28006;03/06/2020;1050;1050;63;150.689825;79240;SCOB;LEFFE BLONDE;1;6;46.6;-0.5582;17.5390992;6;2.9231832
28007;03/06/2020;140;140;8.4;167.1285306;79240;SCOB;HOEGAARDEN ROSEE;1;6;46.6;-0.5582;19.09908;6;3.18318
28008;03/06/2020;20;20;1.2;186.7078982;79240;SCOB;GOOSE;1;6;46.6;-0.5582;22.6512;6;3.7752
28013;03/06/2020;20;20;1.2;137.8512671;79240;SCOB;LEFFE LA LEGERE;1;6;46.6;-0.5582;16.2462672;6;2.7077112
28016;03/06/2020;4;280;16.8;150.689825;42150;ROUCHON SOUCHON;LEFFE BLONDE;1;6;45.4168;4.312;17.8943688;6;2.9823948
28019;03/06/2020;140;140;8.4;195.5874479;42150;ROUCHON SOUCHON;LEFFE RUBY;1;6;45.4168;4.312;22.9749696;6;3.8291616
28020;03/06/2020;140;140;8.4;167.1285306;42150;ROUCHON SOUCHON;HOEGAARDEN ROSEE;1;6;45.4168;4.312;19.266984;6;3.211164
28021;03/06/2020;140;140;8.4;128.264406;42150;ROUCHON SOUCHON;KWAK;1;6;45.4168;4.312;18.0574128;6;3.0095688
28022;03/06/2020;20;20;1.2;211.631664;42150;ROUCHON SOUCHON;LEFFE ROYALE;1;6;45.4168;4.312;22.9749696;6;3.8291616
28023;03/06/2020;10;10;0.6;208.8988426;42150;ROUCHON SOUCHON;LEFFE AMBREE;1;6;45.4168;4.312;22.8554568;6;3.8092428
28026;03/06/2020;10;10;0.792;118.1400003;42150;ROUCHON SOUCHON;KWAK;24;0.33;45.4168;4.312;24.6897216;7.92;3.117389091
28029;03/06/2020;10;10;0.792;158.768787;42150;ROUCHON SOUCHON;HOEGAARDEN WHITE;24;0.33;45.4168;4.312;21.5405568;7.92;2.719767273
28030;03/06/2020;120;120;9.504;171.6145753;42150;ROUCHON SOUCHON;LEFFE BLONDE;24;0.33;45.4168;4.312;23.628672;7.92;2.983418182
28032;03/06/2020;10;10;0.6;147.3794093;42150;ROUCHON SOUCHON;LEFFE BRUNE;1;6;45.4168;4.312;19.051956;6;3.175326
28043;03/06/2020;70;70;4.2;208.8988426;83630;OLIVIER FRERES;LEFFE AMBREE;1;6;43.733;6.1765;22.4016912;6;3.7336152
28044;03/06/2020;280;280;16.8;150.689825;83630;OLIVIER FRERES;LEFFE BLONDE;1;6;43.733;6.1765;17.5390992;6;2.9231832
35403;25/06/2020;24;24;1.9008;102.054025;16200;LE BIHAN;BUD;24;0.33;45.7;-0.2167;22.943808;7.92;2.896945455
28075;03/06/2020;70;70;4.2;128.264406;14730;PROXI BOISSONS GRAU;KWAK;1;6;49.1816;-0.2839;18.0574128;6;3.0095688
28082;03/06/2020;60;60;5.112;128.5255592;14730;PROXI BOISSONS GRAU;CORONA EXTRA;24;0.355;49.1816;-0.2839;26.3094624;8.52;3.08796507
28084;03/06/2020;70;70;4.2;208.8988426;14730;PROXI BOISSONS GRAU;LEFFE AMBREE;1;6;49.1816;-0.2839;22.8554568;6;3.8092428
28087;03/06/2020;280;280;16.8;150.689825;14730;PROXI BOISSONS GRAU;LEFFE BLONDE;1;6;49.1816;-0.2839;17.8943688;6;2.9823948
28088;03/06/2020;140;140;8.4;224.5997572;14730;PROXI BOISSONS GRAU;LEFFE ROYALE;1;6;49.1816;-0.2839;22.9749696;6;3.8291616
28090;03/06/2020;10;10;0.792;186.9042007;14730;PROXI BOISSONS GRAU;TRIPLE KARMELIET;24;0.33;49.1816;-0.2839;28.3974912;7.92;3.585541818
35417;25/06/2020;10;10;0.6;127.984305;82160;MESPOULET;BUD;1;6;44.2361;1.7717;15.7747752;6;2.6291292
28110;03/06/2020;10;10;0.792;118.1400003;41600;EURL BREGENT;KWAK;24;0.33;47.6089;2.1729;24.7392;7.92;3.123636364
28111;03/06/2020;10;10;0.792;186.9042007;41600;EURL BREGENT;TRIPLE KARMELIET;24;0.33;47.6089;2.1729;28.4544;7.92;3.592727273
35454;25/06/2020;70;70;4.2;127.984305;39570;SA  JURA BOISSONS;BUD;1;6;46.6501;5.4404;15.7747752;6;2.6291292
28116;03/06/2020;20;20;1.584;171.6145753;41600;EURL BREGENT;LEFFE BLONDE;24;0.33;47.6089;2.1729;23.319072;7.92;2.944327273
28118;03/06/2020;140;140;8.4;137.8512671;41600;EURL BREGENT;LEFFE LA LEGERE;1;6;47.6089;2.1729;16.2462672;6;2.7077112
28121;03/06/2020;140;140;8.4;224.5997572;41600;EURL BREGENT;LEFFE ROYALE;1;6;47.6089;2.1729;22.774752;6;3.795792
28123;03/06/2020;10;10;0.6;217.4492633;16100;GIE SELECTOR;LEFFE RITUEL 9;1;6;45.7167;-0.3;22.9749696;6;3.8291616
28133;03/06/2020;20;20;1.2;167.1285306;16100;GIE SELECTOR;HOEGAARDEN ROSEE;1;6;45.7167;-0.3;19.266984;6;3.211164
28137;03/06/2020;70;70;4.2;128.264406;16100;GIE SELECTOR;KWAK;1;6;45.7167;-0.3;18.0574128;6;3.0095688
28139;03/06/2020;910;910;54.6;150.689825;16100;GIE SELECTOR;LEFFE BLONDE;1;6;45.7167;-0.3;17.8943688;6;2.9823948
35514;25/06/2020;70;70;4.2;127.984305;2500;B.B.C.D. (Hirson);BUD;1;6;49.827;4.2107;16.272216;6;2.712036
28145;03/06/2020;60;60;4.752;171.6145753;16100;GIE SELECTOR;LEFFE BLONDE;24;0.33;45.7167;-0.3;23.628672;7.92;2.983418182
35563;25/06/2020;1;70;4.2;127.984305;73460;LE GRAND ARC;BUD;1;6;45.5856;6.3045;16.8624;6;2.8104
28149;03/06/2020;70;70;4.2;140.097307;16100;GIE SELECTOR;HOEGAARDEN WHITE;1;6;45.7167;-0.3;16.6196448;6;2.7699408
28152;03/06/2020;70;70;4.2;195.3340351;16100;GIE SELECTOR;TRIPLE KARMELIET;1;6;45.7167;-0.3;21.952008;6;3.658668
28167;03/06/2020;70;70;4.2;150.689825;91170;SARL DRINK MARKET CASH;LEFFE BLONDE;1;6;48.6721;2.3932;17.8943688;6;2.9823948
28172;03/06/2020;30;30;2.376;186.9042007;91170;SARL DRINK MARKET CASH;TRIPLE KARMELIET;24;0.33;48.6721;2.3932;28.3974912;7.92;3.585541818
28173;03/06/2020;20;20;1.2;128.264406;62610;SDFB;KWAK;1;6;50.838;1.9284;18.0574128;6;3.0095688
28174;03/06/2020;10;10;0.792;118.1400003;62610;SDFB;KWAK;24;0.33;50.838;1.9284;24.6897216;7.92;3.117389091
28175;03/06/2020;10;10;0.6;140.097307;62610;SDFB;HOEGAARDEN WHITE;1;6;50.838;1.9284;16.6196448;6;2.7699408
28179;03/06/2020;70;70;4.2;195.3340351;62610;SDFB;TRIPLE KARMELIET;1;6;50.838;1.9284;21.952008;6;3.658668
28181;03/06/2020;60;60;4.752;171.6145753;62610;SDFB;LEFFE BLONDE;24;0.33;50.838;1.9284;23.628672;7.92;2.983418182
28184;03/06/2020;20;20;1.2;195.5874479;62610;SDFB;LEFFE RUBY;1;6;50.838;1.9284;22.9749696;6;3.8291616
28186;03/06/2020;20;20;1.704;128.5255592;62610;SDFB;CORONA EXTRA;24;0.355;50.838;1.9284;26.3094624;8.52;3.08796507
28188;03/06/2020;2;140;8.4;128.264406;33140;LE BIHAN;KWAK;1;6;44.7544;-0.5313;18.0936;6;3.0156
35704;25/06/2020;70;70;4.2;127.984305;70110;DAMIDEAUX MICHEL BOISSONS;BUD;1;6;47.5382;6.4026;15.7747752;6;2.6291292
28195;03/06/2020;30;30;1.8;224.5997572;33140;LE BIHAN;LEFFE ROYALE;1;6;44.7544;-0.5313;22.774752;6;3.795792
28196;03/06/2020;30;30;1.8;167.1285306;33140;LE BIHAN;HOEGAARDEN ROSEE;1;6;44.7544;-0.5313;19.09908;6;3.18318
28197;03/06/2020;1;70;4.2;140.097307;33140;LE BIHAN;HOEGAARDEN WHITE;1;6;44.7544;-0.5313;16.2896832;6;2.7149472
28199;03/06/2020;30;30;1.8;195.5874479;33140;LE BIHAN;LEFFE RUBY;1;6;44.7544;-0.5313;22.774752;6;3.795792
28200;03/06/2020;8;560;33.6;150.689825;33140;LE BIHAN;LEFFE BLONDE;1;6;44.7544;-0.5313;17.5390992;6;2.9231832
28201;03/06/2020;2;140;8.4;195.3340351;33140;LE BIHAN;TRIPLE KARMELIET;1;6;44.7544;-0.5313;21.996;6;3.666
28211;03/06/2020;1;60;4.752;158.768787;33140;LE BIHAN;HOEGAARDEN WHITE;24;0.33;44.7544;-0.5313;21.2583168;7.92;2.684130909
28212;03/06/2020;1;60;4.752;118.1400003;33140;LE BIHAN;KWAK;24;0.33;44.7544;-0.5313;24.7392;7.92;3.123636364
34365;24/06/2020;12;12;0.9504;102.054025;7100;ANNONAY BOISSONS;BUD;24;0.33;45.2397;4.6707;23.9601024;7.92;3.025265455
28217;03/06/2020;1;54;4.6008;143.8441648;33140;LE BIHAN;CORONA EXTRA;24;0.355;44.7544;-0.5313;24.955776;8.52;2.92908169
28219;03/06/2020;4;280;16.8;140.097307;62120;BEDAGUE;HOEGAARDEN WHITE;1;6;50.6177;2.3964;16.2896832;6;2.7149472
28221;03/06/2020;3;210;12.6;195.3340351;62120;BEDAGUE;TRIPLE KARMELIET;1;6;50.6177;2.3964;21.996;6;3.666
28222;03/06/2020;3;210;12.6;128.264406;62120;BEDAGUE;KWAK;1;6;50.6177;2.3964;18.0936;6;3.0156
28223;03/06/2020;2;140;8.4;195.5874479;62120;BEDAGUE;LEFFE RUBY;1;6;50.6177;2.3964;22.774752;6;3.795792
28227;03/06/2020;10;10;0.6;211.631664;19400;MESPOULET;LEFFE ROYALE;1;6;45.1203;1.9732;22.774752;6;3.795792
34397;24/06/2020;70;70;4.2;127.984305;62500;SODIBOISSONS;BUD;1;6;50.7518;2.2405;15.7747752;6;2.6291292
28237;03/06/2020;2;140;8.4;140.097307;19400;MESPOULET;HOEGAARDEN WHITE;1;6;45.1203;1.9732;16.2896832;6;2.7149472
28241;03/06/2020;2;140;8.4;128.264406;19400;MESPOULET;KWAK;1;6;45.1203;1.9732;18.0936;6;3.0156
28243;03/06/2020;8;560;33.6;150.689825;19400;MESPOULET;LEFFE BLONDE;1;6;45.1203;1.9732;17.5390992;6;2.9231832
28245;03/06/2020;1;70;4.2;167.1285306;19400;MESPOULET;HOEGAARDEN ROSEE;1;6;45.1203;1.9732;19.09908;6;3.18318
28249;03/06/2020;2;140;8.4;195.5874479;19400;MESPOULET;LEFFE RUBY;1;6;45.1203;1.9732;22.774752;6;3.795792
28251;03/06/2020;1;70;4.2;195.3340351;19400;MESPOULET;TRIPLE KARMELIET;1;6;45.1203;1.9732;21.996;6;3.666
28265;03/06/2020;10;10;0.792;118.1400003;19400;MESPOULET;KWAK;24;0.33;45.1203;1.9732;24.7392;7.92;3.123636364
28275;03/06/2020;2;140;8.4;140.097307;29260;COZIGOU  ;HOEGAARDEN WHITE;1;6;48.5333;-4.3167;16.2896832;6;2.7149472
28277;03/06/2020;10;10;0.6;167.1285306;29260;COZIGOU  ;HOEGAARDEN ROSEE;1;6;48.5333;-4.3167;19.09908;6;3.18318
28279;03/06/2020;6;420;25.2;150.689825;29260;COZIGOU  ;LEFFE BLONDE;1;6;48.5333;-4.3167;17.5390992;6;2.9231832
28281;03/06/2020;1;70;4.2;195.5874479;29260;COZIGOU  ;LEFFE RUBY;1;6;48.5333;-4.3167;22.774752;6;3.795792
28283;03/06/2020;10;10;0.6;195.3340351;29260;COZIGOU  ;TRIPLE KARMELIET;1;6;48.5333;-4.3167;21.996;6;3.666
34481;24/06/2020;10;10;0.6;127.984305;64200;DUPRAT;BUD;1;6;43.4801;-1.5556;15.7747752;6;2.6291292
28301;03/06/2020;1;70;4.2;140.097307;18000;SCHOEN;HOEGAARDEN WHITE;1;6;47.0833;2.4;16.2896832;6;2.7149472
28303;03/06/2020;10;10;0.6;217.4492633;18000;SCHOEN;LEFFE RITUEL 9;1;6;47.0833;2.4;22.774752;6;3.795792
28304;03/06/2020;30;30;1.8;224.5997572;18000;SCHOEN;LEFFE ROYALE;1;6;47.0833;2.4;22.774752;6;3.795792
28305;03/06/2020;1;70;4.2;195.5874479;18000;SCHOEN;LEFFE RUBY;1;6;47.0833;2.4;22.774752;6;3.795792
